ID,Ministry,Department,Agency,Lat,Long,Address
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ta Chong Health Promoting Hospital Nakhon Ratchasima Province,15.13199,102.8088,"Moo 5, Talad Sai Subdistrict, Chumpuang District, Nakhon Ratchasima Province 30270"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Tadop Health Promoting Hospital Sisaket Province,15.04669,104.3842,"Moo 7 Tadob Sub-district, Mueang Sisaket District, Sisaket Province 33000"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ta Khor Health Promoting Hospital, Songkhla Province",6.537475,101.0013,"Moo 1, Than Khiri Subdistrict, Saba Yoi District, Songkhla Province 90210"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ta Kong Health Promoting Hospital Nakhon Pathom Province,13.88596,100.0565,"Moo 7, Takong Subdistrict, Mueang Nakhon Pathom District, Nakhon Pathom Province 73000"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ta Luang Health Promoting Hospital Ratchaburi,13.4966,99.96309,"Moo 6, Ta Luang Subdistrict, Damnoen Saduak District, Ratchaburi Province 70130"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Talubo Health Promoting Hospital Pattani Province,6.850274,101.2695,"Moo 9 Talubo Subdistrict, Mueang Pattani District, Pattani Province 94000"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Tamayung Health Promoting Hospital Narathiwat Province,6.293584,101.5074,"Ban Khlong Hong, Moo 3, Tamayung Sub-district, Si Sakhon District, Narathiwat 96210"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ta Miang Health Promoting Hospital Surin Province,14.43146,103.265,"Moo 1, Tamyeong Sub-district, Phanom Dong Rak District, Surin Province 32140"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Tanim Health Promoting Hospital Phra Nakhon Si Ayutthaya Province,14.48142,100.5405,"Moo 2, Tanim Subdistrict, Bang Pahan District, Phra Nakhon Si Ayutthaya Province 13220"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Non Ta Rod Subdistrict Health Promoting Hospital, Koh Tan Subdistrict, Kamphaeng Phet Province",16.0951,99.82944,"Moo 3, Koh Tan Subdistrict, Khanu Woralaksaburi District, Kamphaeng Phet Province 62130"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ta On Health Promoting Hospital Surin Province,14.77369,103.5687,"Moo 1, Ta-on Sub-district, Mueang Surin District, Surin Province 32000"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Tapan Health Promoting Hospital Phatthalung Province,7.652386,99.8809,"92 Moo 2 Taphan Subdistrict, Si Banphot District, Phatthalung Province 93190"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Talom Phai Health Promoting Hospital Chaiyaphum Province,15.80556,101.7306,"Moo 1, Khok Saad Subdistrict, Nong Bua Rawe District, Chaiyaphum Province 36250"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Tapo Yoh Health Promoting Hospital Narathiwat Province,6.459134,101.68,"Baan Bukebak, Village No. 2, Tapoyoh Subdistrict, Yi Ngo District, Narathiwat Province 96180"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ratapanyang Health Promoting Hospital Pattani Province,6.824351,101.3543,"Moo 4, Rata Panyang Sub-district, Yaring District, Pattani Province 94150"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Nok Subdistrict Health Promoting Hospital, Ta Chi District, Yala Province",6.551773,101.132,"Moo 2, Tachi Sub-district, Yaha District, Yala Province 95120"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ta Khae Health Promoting Hospital Pattani Province,6.849208,101.3308,"Moo 4, Ta Khae Subdistrict, Yaring District, Pattani Province 94150"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Tatum Health Promoting Hospital Surin Province,14.56393,103.7387,"Moo 4, Tatum Subdistrict, Sangkha District, Surin Province 32150"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Takae Health Promoting Hospital Suphanburi,14.38587,100.1691,"Moo 1, Taka Subdistrict, Bang Plama District, Suphanburi Province 72150"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Tako Sub-District Health Promoting Hospital, Chumphon Province",10.07742,99.07566,"Moo 2, Tako Subdistrict, Thung Tako District, Chumphon Province 86220"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Map Takoen Health Promoting Hospital Nakhon Ratchasima Province,14.55399,102.3621,"Moo 2, Mabtakoen Sub-district, Khonburi District, Nakhon Ratchasima Province 30250"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Tako Health Promoting Hospital Nakhon Ratchasima Province,15.00728,102.6864,"178 Moo 1, Tako Subdistrict, Huai Thalaeng District, Nakhon Ratchasima Province 30240"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Takud Rai Sub-District Health Promoting Hospital, Takud Rai Sub-district, Phetchabun Province",16.19467,100.7258,"Moo 7 Takud Rai Sub-District, Chon Daen District, Phetchabun Province 67190"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Takut Health Promoting Hospital Saraburi,14.54772,100.9278,"Moo 5, Takut Subdistrict, Mueang Saraburi District, Saraburi Province 18000"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Talat Kruat Health Promoting Hospital Ang Thong Province,14.6205,100.4573,"Moo 3, Talat Kruad Subdistrict, Mueang Ang Thong District, Ang Thong Province 14000"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Talat Khwan Health Promoting Hospital Nonthaburi Province,13.85864,100.4924,"Rawadee Rd., Moo 2, Talat Kwan Subdistrict, Mueang Nonthaburi District, Nonthaburi 11000"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Talat Noi Health Promoting Hospital Saraburi,14.61419,100.7125,"Moo 4, Talat Noi Subdistrict, Ban Mo District, Saraburi Province 18130"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Taloh Kapo Health Promoting Hospital Pattani Province,6.891492,101.3845,"Moo 3 Taloh Kapor Sub-district, Yaring District, Pattani Province 94150"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Taloh Ha Lo Health Promoting Hospital Talohalor Sub-district, Yala Province",6.482634,101.491,"Moo 5, Talohhalor Sub-district, Raman District, Yala Province 95140"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Taloh Dueraman Health Promoting Hospital Pattani Province,6.598904,101.566,"Moo 3, Taloh Duraman Sub-district, Kapo District, Pattani Province 94230"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Talo Health Promoting Hospital Pattani Province,6.775125,101.3583,"Moo 3, Talo Sub-district, Yaring District, Pattani Province 94150"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Kolot Tanyong Health Promoting Hospital Pattani Province,6.731459,101.2135,"Moo 1, Kolot Tanyong Sub-district, Nong Chik District, Pattani Province 94170"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Tanyong Lolo Health Promoting Hospital Pattani Province,6.869846,101.305,"Moo 3 Tanyong Luloh Subdistrict Muang District, Pattani District, Pattani Province 94000"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Tanyong Pao Health Promoting Hospital Pattani Province,6.858285,101.0994,"Moo 4, Tha Kam Cham Subdistrict, Nong Chik District, Pattani Province 94170"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Tanyong Po Sub-District Health Promoting Hospital, Satun Province",6.595041,99.95926,"Moo 1, Tanyong Po Subdistrict, Mueang Satun District, Satun Province 91000"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Tanyong Dalor Health Promoting Hospital Pattani Province,6.809211,101.4274,"Moo 1 Tanyong Dal, A. Yaring District, Pattani Province 94150"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Tanyong Chueng Nga Health Promoting Hospital Pattani Province,6.780067,101.4606,"Moo 2, Tanyong Chungnga Sub-district, Yaring District, Pattani Province 94150"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Tao Poon Health Promoting Hospital Ratchaburi,13.71605,99.76964,"Moo 2, Tao Poon Subdistrict, Photharam District, Ratchaburi Province 70120"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Tao Poon Health Promoting Hospital Saraburi,14.58331,100.9598,"Moo 6, Tao Poon Subdistrict, Kaeng Khoi District, Saraburi Province 18110"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Tambon Tao Poon Health Promoting Hospital, Phrae Province",18.4982,100.2093,"Moo 2, Tao Poon Subdistrict, Song District, Phrae Province 54120"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Tap Tao Health Promoting Hospital Chiang Rai,19.72088,100.2904,"Baan Krai Village, Moo 3, Tub Tao Subdistrict, Thoeng District, Chiang Rai Province 57160"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Tapon Health Promoting Hospital Chanthaburi,12.4772,102.1778,"Moo 2, Tapon Subdistrict, Khlung District, Chanthaburi Province 22110"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Tat Khwan Health Promoting Hospital Chiang Rai,19.97335,100.2266,"Ban Thung Khong Moo 8, Tad Khwan Subdistrict, Phaya Mengrai District, Chiang Rai Province 57290"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Tat Kloi Health Promoting Hospital, Tambon Tat Kloi, Phetchabun Province",16.99747,101.374,"Moo 3, Tat Kloy Sub-district, Lom Kao District, Phetchabun Province 67120"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Tat Thong Health Promoting Hospital, Tat Thong Subdistrict, Yasothon Province",15.76091,104.2042,"Moo 9, Tad Thong Subdistrict, Mueang Yasothon District, Yasothon Province 35000"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Tha Duang Subdistrict Health Promoting Hospital, Tha Duang Subdistrict, Phetchabun Province",15.96324,101.305,"Moo 3, Tha Duang Subdistrict, Nong Phai District, Phetchabun Province 67140"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Tha Bon Sub-District Health Promoting Hospital, Songkhla Province",7.840799,100.3224,"Moo 6, Tha Bon Subdistrict, Ranot District, Songkhla Province 90140"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Tha Bua Health Promoting Hospital Phichit Province,16.06318,100.3136,"20 Moo 4, Tha Bua Subdistrict, Pho Thale District, Phichit Province 66130"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Khan Tha Kwian Health Promoting Hospital Ubon Ratchathani Province,15.54445,105.6005,"Moo 3, Na Pho Klang Subdistrict, Khong Chiam District, Ubon Ratchathani Province 34220"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Don Daeng Sub-District Health Promoting Hospital, Tha Champa District, Nakhon Phanom Province",17.58163,104.484,"Moo 8, Tha Champa Sub-district, Tha Uthen District, Nakhon Phanom Province 48120"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Tha Champa Health Promoting Hospital Nakhon Phanom Province,17.61077,104.5351,"Moo 1, Tha Champa Sub-district, Tha Uthen District, Nakhon Phanom Province 48120"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Tha Chang Health Promoting Hospital Ang Thong Province,14.56351,100.3577,"Moo 4, Tha Chang Subdistrict, Wiset Chai Chan District, Ang Thong Province 14110"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Tha Chang Health Promoting Hospital Phra Nakhon Si Ayutthaya Province,14.50059,100.6512,"Moo 6, Thachang Subdistrict, Nakhon Luang District, Phra Nakhon Si Ayutthaya Province 13260"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Tha Chang Health Promoting Hospital Chanthaburi,12.63631,102.1224,"Moo 7, Tha Chang Subdistrict, Mueang Chanthaburi District, Chanthaburi Province 22000"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Tha Som Health Promoting Hospital, Trat Province",12.3058,102.3428,"208 Moo 1, Tha Som Sub-district, Khao Saming District, Trat Province 23150"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Tha Kum Health Promoting Hospital, Trat Province",12.28169,102.6128,"50 Moo 1, Tha Kum Subdistrict, Mueang Trat District, Trat Province 23000"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Tha Chang Health Promoting Hospital Nakhon Ratchasima Province,15.0101,102.2728,"Moo 16, Mu Si Subdistrict, Pak Chong District, Nakhon Ratchasima Province 30130"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Tha Chang Health Promoting Hospital Phetchaburi,13.04977,99.89335,"Moo 7, Tha Chang Sub-district, Ban Lat District, Phetchaburi Province 76150"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Tha Chang Health Promoting Hospital Phitsanulok Province,16.98692,100.1916,"Moo 6, Tha Chang Sub-District, Phrom Phiram District, Phitsanulok Province 65150"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Tha Chang Health Promoting Hospital Saraburi,14.55807,100.8617,"Moo 4, Tha Chang Sub-District, Sao Hai District, Saraburi Province 18160"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Tha Chang Health Promoting Hospital Tan Diao Subdistrict Phetchabun Province,16.73898,101.2515,"Moo 5, Tan Diao Subdistrict, Lom Sak District, Phetchabun Province 67110"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Wang Tha Chang Health Promoting Hospital Prachinburi,13.7668,101.8931,"Moo 3, Wang Tha Chang Sub-district, Kabin Buri District, Prachinburi Province 25110"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Tha Than Health Promoting Hospital Chachoengsao Province,13.72371,101.3533,"111/2 Moo 1, Tha Than Subdistrict, Phanom Sarakham District, Chachoengsao Province 24120"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Tha Chin Health Promoting Hospital Samut Sakhon Province,13.53157,100.2439,"95 Moo 2, Tha Chin Subdistrict, Mueang Samut Sakhon District, Samutsakorn 74000"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Tambon Tha Sa-Saaen Health Promoting Hospital Loei Province,17.4932,101.921,"Moo 2, Tha Saad Subdistrict, Naduang District, Loei Province 42210"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Tha Saad Health Promoting Hospital Bueng Kan Province,17.95274,103.7691,"Moo 6, Tha Saad Subdistrict, Seka District, Bueng Kan Province 38150"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Health Promoting Hospital, Tha Di Mi, Loei Province",17.81136,101.5545,"Moo 4, Pak Tam Subdistrict, Chiang Khan District, Loei Province 42110"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Tha Din Daeng Health Promoting Hospital Phra Nakhon Si Ayutthaya Province,14.41404,100.3948,"Moo 6, Tha Din Daeng Subdistrict, Phak Hai District, Phra Nakhon Si Ayutthaya Province 13120"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Tha Din Dam Health Promoting Hospital Lopburi Province,15.17203,101.15,"Moo 1, Tha Din Dam Sub-district, Chai Badan District, Lopburi Province 15130"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Tha Dok Kham Health Promoting Hospital Bueng Kan Province,18.12846,104.0874,"Moo 9, Tha Dok Kham Subdistrict, Bueng Khong Long District, Bueng Kan Province 38220"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Tha Phraya Health Promoting Hospital Nakhon Pathom Province,13.78998,100.1439,"Moo 4, Tha Phraya Sub-district, Nakhonchaisri District, Nakhon Pathom Province 73120"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Tha Khai Health Promoting Hospital Chachoengsao Province,19.34213,98.44987,"Mae Hi Sub-district, Pai District, Mae Hong Son Province 58130"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Tha Khaeo Health Promoting Hospital Ratchaburi,13.54415,99.42021,"Moo 5, Tha Koi Subdistrict, Suan Phueng District, Ratchaburi Province 70180"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Tha Khaeo Health Promoting Hospital Suratthani Province,9.26091,99.11836,"Asia Road 41 Moo 5, Tha Koi Subdistrict, Tha Chang District, Surat Thani Province 84150"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Tha Phon Health Promoting Hospital, Tha Phon Subdistrict, Phetchabun Province",16.58652,101.1509,"Moo 13, Tha Phol Subdistrict, Mueang Phetchabun District, Phetchabun Province 67250"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Tha Ko Health Promoting Hospital Chiang Rai,19.49258,99.47584,"Tha Ko Subdistrict, Mae Suai District, Chiang Rai Province 57180"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Tha Hai Health Promoting Hospital Ubon Ratchathani Province,15.29772,104.6002,"Moo 3, Tha Hai Sub-district, Khuang Nai District, Ubon Ratchathani Province 34150"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Tambon Tha Hin Health Promoting Hospital, Chumphon Province",10.22432,99.15439,"Moo 9, Tha Hin Subdistrict, Sawee District, Chumphon Province 86130"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Tha Pu Subdistrict Health Promoting Hospital, Hin Haw Subdistrict, Phetchabun Province",16.96127,101.2308,"Moo 6, Hin Haw Subdistrict, Lom Kao District, Phetchabun Province 67120"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Tha Hin Lom Health Promoting Hospital Chaiyaphum Province,16.06803,102.0374,"Moo 1, Tha Hin Ngo Subdistrict, Mueang Chaiyaphum District, Chaiyaphum Province 36000"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Tha Hin Subdistrict Health Promoting Hospital, Songkhla Province",7.391709,100.4222,"Moo 5, Tha Hin Sub-district, Sathing Phra District, Songkhla Province 90190"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Tha Phlap Health Promoting Hospital Chachoengsao Province,13.62822,101.0925,"7 Moo 1, Tha Plub Subdistrict, Ban Pho District, Chachoengsao Province 24140"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Tha Kabak Health Promoting Hospital, Tha Yaek Subdistrict, Sa Kaeo Province",13.96543,102.2419,"Moo 10, Tha Yaek Sub-district, Muang Sakaeo District, Sakaeo Province 27000"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Tambon Tha Kasem Health Promoting Hospital, Tha Kasem Sub-district, Sa Kaeo Province",13.78321,102.1671,"Moo 2, Tha Kasem Sub-district, Muang Sakaeo District, Sa Kaeo Province 27000"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Tha Kha Health Promoting Hospital Samut Songkhram Province,13.46679,99.99366,"Moo 2, Tha Kha Subdistrict, Amphawa District, Samut Songkhram Province 75110"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Tha Kham Health Promoting Hospital, Phrae Province",18.21767,100.1616,"Moo 1, Tha Kham Subdistrict, Mueang Phrae District, Phrae Province 54000"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Tha Kham Health Promoting Hospital, Songkhla Province",7.041364,100.573,"Moo 8, Tha Kham Subdistrict, Hat Yai District, Songkhla Province 90110"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Tha Kham Health Promoting Hospital, Chumphon Province",10.64015,99.1102,"Moo 7, Tha Kham Subdistrict, Tha Sae District, Chumphon Province 86140"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Tha Kham Health Promoting Hospital, Tha Kham Subdistrict, Chachoengsao Province",13.4794,100.9941,"119 Moo 3, Tha Kham Subdistrict, Bang Pakong District, Chachoengsao Province 24130"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Tha Kham Health Promoting Hospital Chiang Rai,20.02737,100.4934,"Ban Loh Village, Moo 3, Tha Kham Subdistrict, Wiang Kaen District, Chiang Rai Province 57310"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Tha Kham Health Promoting Hospital Chonburi Province,13.57972,101.1628,"Moo 1, Tha Kham Subdistrict, Phanat Nikhom District, Chonburi Province 20140"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Tha Kham Health Promoting Hospital Nakhon Pathom Province,13.71817,100.2412,"Moo 4, Tha Kham Subdistrict, Sampran District, Nakhon Pathom Province 73110"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Tha Kham Health Promoting Hospital Sa Kaeo Province,13.62753,102.5742,"Moo 4, Tha Kham Sub-district, Aranyaprathet District, Sa Kaeo Province 27120"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Tha Kham Health Promoting Hospital Singburi Province,14.83623,100.3689,"Moo 8, Tha Kham Subdistrict, Khai Bang Rachan District, Singburi Province 16150"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Tha Khlo Health Promoting Hospital Saraburi,14.68323,101.0269,"Moo 8, Tha Khlo Subdistrict, Kaeng Khoi District, Saraburi Province 18110"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Tha Khlo Health Promoting Hospital, Tha Khlo Sub-district, Sisaket Province",14.78385,104.7821,"Moo 1, Tha Khlo Subdistrict, Benchalak District, Sisaket Province 33110"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Tha Kho Health Promoting Hospital Nakhon Phanom Province,17.30831,104.7933,"Moo 4, Tha Kho Subdistrict, Mueang Nakhon Phanom District, Nakhon Phanom Province 48000"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Tambon Tha Khoi Health Promoting Hospital, Songkhla Province",6.695554,100.3544,"Moo 3, Padang Besar Subdistrict, Sadao District, Songkhla Province 90240"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Tha Phra Health Promoting Hospital Khon Kaen Province,16.34496,102.8031,"Moo 10, Tha Phra Subdistrict, Mueang Khon Kaen District, Khon Kaen Province 40000"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Tha Kok Daeng Health Promoting Hospital Bueng Kan Province,17.89986,103.8237,"Moo 16, Tha Kok Daeng Subdistrict, Seka District, Bueng Kan Province 38150"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Tha Laeng Health Promoting Hospital Phetchaburi,12.99457,99.85957,"Moo 8, Tha Lang Subdistrict, Tha Yang District, Phetchaburi Province 76130"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Tha Lat Khao Health Promoting Hospital Nakhon Ratchasima Province,14.68196,102.1469,"Moo 2, Tha Lat Khao Sub-district, Chokchai District, Nakhon Ratchasima Province 30190"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Tha Lat Health Promoting Hospital Nakhon Phanom Province,16.9946,104.5908,"Moo 1, Tha Lat Subdistrict, Renu Nakhon District, Nakhon Phanom Province 48170"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Tha Lat Health Promoting Hospital Nakhon Ratchasima Province,15.26122,102.7328,"Moo 1, Tha Lat Subdistrict, Chumpuang District, Nakhon Ratchasima Province 30270"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Tha Li Health Promoting Hospital Nakhon Ratchasima Province,15.08411,102.6305,"53 Moo 4, Muang Phlapla Subdistrict, Huai Thalaeng District, Nakhon Ratchasima Province 30240"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Tha Luang Health Promoting Hospital Phra Nakhon Si Ayutthaya Province,12.13083,102.2717,"20/3 Koh Chang Subdistrict, Koh Chang District, Trat Province 23170"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Tha Luang Health Promoting Hospital Chanthaburi,12.68232,102.1635,"Moo 5, Tha Luang Subdistrict, Makham District, Chanthaburi Province 22150"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Tha Luang Health Promoting Hospital Nakhon Ratchasima Province,15.25427,102.5295,"Moo 1, Tha Luang Subdistrict, Phimai District, Nakhon Ratchasima Province 30110"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Tha Ma Fai Wan Health Promoting Hospital Chaiyaphum Province,16.15408,102.0991,"Moo 1, Tha Ma Fai Wan Subdistrict, Kaeng Khro District, Chaiyaphum Province 36150"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Tha Mai Ruak Health Promoting Hospital Phetchaburi,12.81921,99.80201,"Moo 6, Tha Mai Ruak Subdistrict, Tha Yang District, Phetchaburi Province 76130"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Tha Mai Subdistrict Health Promoting Hospital, Tha Mai Subdistrict, Kamphaeng Phet Province",16.72281,99.45835,"Moo 4, Tha Mai Subdistrict, Pran Kratai District, Kamphaeng Phet Province 62110"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Tha Mai Health Promoting Hospital Samut Sakhon Province,13.66717,100.2709,"29 Moo 7, Tha Mai Subdistrict, Krathum Baen District, Samutsakorn 74110"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Tambon Tha Maprang Health Promoting Hospital, Songkhla Province",7.140135,100.1546,"Moo 8, Tha Chamuang Subdistrict, Rattaphum District, Songkhla Province 90180"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Tha Maprang Health Promoting Hospital Saraburi,14.46641,101.0697,"Moo 1, Tha Maprang Subdistrict, Kaeng Khoi District, Saraburi Province 18110"
